# Spatial-averaged data for fix 6b and group all
# Timestep Number-of-bins
# Bin Coord Ncount v_atemp
500000 51
  29 569.08 701.972 297.92
  30 589.08 692.63 296.886
  31 609.08 657.37 296.183
  32 629.08 702 295.801
  33 649.08 658.909 294.037
  34 669.08 691.091 292.907
  35 689.08 701.989 292.092
  36 709.08 649.117 290.65
  37 729.08 700.894 288.231
  38 749.08 700.309 283.297
  39 769.08 649.712 286.248
  40 789.08 701.979 289.423
  41 809.08 686.684 290.826
  42 829.08 663.316 292.542
  43 849.08 702 294.098
  44 869.08 656.327 294.759
  45 889.08 693.673 295.802
  46 909.08 701.962 296.999
  47 929.08 648.237 297.99
  48 949.08 701.801 298.107
  49 969.08 699.73 298.341
  50 989.08 650.273 299.166
  51 1009.08 26.3217 299.439
2500000 51
  1 9.07979 676.047 301.995
  2 29.0798 702 302.096
  3 49.0798 651.803 302.854
  4 69.0798 698.197 303.234
  5 89.0798 701.892 304.489
  6 109.08 648.139 304.968
  7 129.08 701.969 306.45
  8 149.08 695.455 307.886
  9 169.08 654.546 309.526
  10 189.08 702 310.473
  11 209.08 667.852 311.993
  12 229.08 682.148 314.099
  13 249.08 701.989 318.283
  14 269.08 651.322 314.507
  15 289.08 698.689 312.052
  16 309.08 701.52 309.787
  17 329.08 648.545 309.031
  18 349.08 701.934 307.429
  19 369.08 694.277 306.281
  20 389.08 655.723 304.62
  21 409.08 702 303.273
  22 429.08 664.126 302.776
  23 449.08 685.874 301.905
  24 469.08 701.989 301.141
  25 489.08 649.525 300.174
  26 509.08 700.486 298.827
  27 529.08 701.594 298.327
  28 549.08 648.436 297.019
  29 569.08 701.969 296.691
  30 589.08 692.511 295.26
  31 609.08 657.489 295.251
  32 629.08 702 295.289
  33 649.08 659.214 294.522
  34 669.08 690.786 292.829
  35 689.08 701.987 291.284
  36 709.08 649.165 289.208
  37 729.08 700.848 285.87
  38 749.08 700.273 281.912
  39 769.08 649.755 286.39
  40 789.08 701.972 288.685
  41 809.08 686.474 290.531
  42 829.08 663.526 292.356
  43 849.08 702 293.773
  44 869.08 656.371 295.681
  45 889.08 693.629 296.74
  46 909.08 701.946 297.084
  47 929.08 648.273 298.339
  48 949.08 701.781 299.594
  49 969.08 699.602 300.998
  50 989.08 650.399 301.434
  51 1009.08 25.9512 302.013
3000000 51
  1 9.07979 675.732 300.678
  2 29.0798 701.998 302.4
  3 49.0798 652.272 303.003
  4 69.0798 697.73 303.292
  5 89.0798 701.822 304.116
  6 109.08 648.227 304.885
  7 129.08 701.951 306.091
  8 149.08 695.31 307.121
  9 169.08 654.691 307.822
  10 189.08 701.999 309.323
  11 209.08 669.559 311.3
  12 229.08 680.441 314.169
  13 249.08 701.975 318.951
  14 269.08 651.078 315.243
  15 289.08 698.947 312.345
  16 309.08 701.697 309.408
  17 329.08 648.356 308.097
  18 349.08 701.947 306.757
  19 369.08 694.957 306.17
  20 389.08 655.043 305.77
  21 409.08 702 304.727
  22 429.08 663.797 303.803
  23 449.08 686.203 302.99
  24 469.08 701.993 302.241
  25 489.08 649.181 301.833
  26 509.08 700.826 301.337
  27 529.08 701.488 299.649
  28 549.08 648.536 299.337
  29 569.08 701.976 298.152
  30 589.08 691.246 296.732
  31 609.08 658.754 295.895
  32 629.08 702 295.088
  33 649.08 659.452 293.724
  34 669.08 690.548 291.399
  35 689.08 701.978 290.842
  36 709.08 649.154 289.86
  37 729.08 700.868 286.918
  38 749.08 699.736 283.093
  39 769.08 650.272 286.52
  40 789.08 701.992 288.569
  41 809.08 685.999 290.475
  42 829.08 664.001 291.665
  43 849.08 702 293.552
  44 869.08 655.567 294.404
  45 889.08 694.433 295.064
  46 909.08 701.971 296.301
  47 929.08 648.241 297.381
  48 949.08 701.788 298.224
  49 969.08 699.495 298.56
  50 989.08 650.507 300.176
  51 1009.08 26.2656 300.512
3500000 51
  1 9.07979 675.88 301.218
  2 29.0798 701.998 302.122
  3 49.0798 652.586 302.818
  4 69.0798 697.416 302.664
  5 89.0798 701.786 303.241
  6 109.08 648.258 304.862
  7 129.08 701.956 306.451
  8 149.08 695.078 307.531
  9 169.08 654.922 308.158
  10 189.08 702 310.018
  11 209.08 668.282 311.651
  12 229.08 681.718 314.101
  13 249.08 701.992 317.921
  14 269.08 650.244 314.816
  15 289.08 699.764 312.283
  16 309.08 701.758 310.826
  17 329.08 648.274 309.394
  18 349.08 701.969 308.184
  19 369.08 694.9 307.553
  20 389.08 655.1 306.484
  21 409.08 702 304.747
  22 429.08 663.063 302.892
  23 449.08 686.937 302.263
  24 469.08 701.984 301.19
  25 489.08 649.692 300.154
  26 509.08 700.324 299.249
  27 529.08 701.295 298.544
  28 549.08 648.748 297.578
  29 569.08 701.956 296.309
  30 589.08 691.312 296.16
  31 609.08 658.688 295.408
  32 629.08 702 295.032
  33 649.08 659.944 292.713
  34 669.08 690.056 291.744
  35 689.08 701.986 290.706
  36 709.08 649.112 289.653
  37 729.08 700.902 287.637
  38 749.08 700.6 283.086
  39 769.08 649.407 286.384
  40 789.08 701.993 288.389
  41 809.08 687.72 291.644
  42 829.08 662.28 292.732
  43 849.08 702 293.895
  44 869.08 655.694 295.41
  45 889.08 694.306 296.196
  46 909.08 701.973 297.739
  47 929.08 648.264 297.744
  48 949.08 701.762 298.54
  49 969.08 699.252 299.15
  50 989.08 650.754 300.342
  51 1009.08 26.1144 301.14
4000000 51
  1 9.07979 676.087 300.691
  2 29.0798 701.999 301.865
  3 49.0798 652.004 301.632
  4 69.0798 697.997 302.254
  5 89.0798 701.902 304.328
  6 109.08 648.122 304.483
  7 129.08 701.976 305.109
  8 149.08 696.605 306.598
  9 169.08 653.395 307.615
  10 189.08 701.999 309.025
  11 209.08 668.148 311.577
  12 229.08 681.852 312.916
  13 249.08 701.99 317.937
  14 269.08 651.157 313.992
  15 289.08 698.853 312.707
  16 309.08 701.49 310.644
  17 329.08 648.613 309.344
  18 349.08 701.897 308.064
  19 369.08 693.966 307.23
  20 389.08 656.034 305.407
  21 409.08 702 304.788
  22 429.08 665.498 303.124
  23 449.08 684.502 302.444
  24 469.08 701.957 301.37
  25 489.08 649.88 300.646
  26 509.08 700.163 299.437
  27 529.08 701.368 298.587
  28 549.08 648.659 298.542
  29 569.08 701.973 297.673
  30 589.08 692.635 296.22
  31 609.08 657.365 296.259
  32 629.08 702 295.439
  33 649.08 658.212 294.188
  34 669.08 691.788 293.193
  35 689.08 701.991 291.284
  36 709.08 648.857 290.081
  37 729.08 701.152 287.144
  38 749.08 700.409 283.622
  39 769.08 649.615 286.632
  40 789.08 701.976 289.585
  41 809.08 685.463 291.27
  42 829.08 664.537 292.509
  43 849.08 702 294.113
  44 869.08 657.008 295.485
  45 889.08 692.992 295.708
  46 909.08 701.913 296.798
  47 929.08 648.388 297.381
  48 949.08 701.699 298.974
  49 969.08 698.484 299.741
  50 989.08 651.521 299.988
  51 1009.08 25.9077 298.984
4500000 51
  1 9.07979 675.725 300.064
  2 29.0798 701.998 301.392
  3 49.0798 651.959 302.738
  4 69.0798 698.043 303.712
  5 89.0798 701.904 303.928
  6 109.08 648.157 305.058
  7 129.08 701.939 306.24
  8 149.08 695.369 307.233
  9 169.08 654.632 308.328
  10 189.08 701.998 309.792
  11 209.08 669.108 311.909
  12 229.08 680.892 313.416
  13 249.08 701.981 318.617
  14 269.08 651.871 314.287
  15 289.08 698.147 312.726
  16 309.08 701.467 311.32
  17 329.08 648.625 310.829
  18 349.08 701.909 308.532
  19 369.08 694.591 306.617
  20 389.08 655.409 305.233
  21 409.08 702 303.475
  22 429.08 664.143 302.971
  23 449.08 685.857 302.403
  24 469.08 701.991 301.862
  25 489.08 649.091 301.078
  26 509.08 700.919 299.524
  27 529.08 701.502 299.124
  28 549.08 648.521 298.444
  29 569.08 701.978 297.661
  30 589.08 691.597 296.361
  31 609.08 658.403 296.029
  32 629.08 702 295.015
  33 649.08 659.674 294.571
  34 669.08 690.326 293.089
  35 689.08 701.975 292.367
  36 709.08 649.302 291.035
  37 729.08 700.723 287.55
  38 749.08 699.521 283.042
  39 769.08 650.496 287.509
  40 789.08 701.983 289.001
  41 809.08 685.114 290.954
  42 829.08 664.886 291.94
  43 849.08 702 293.304
  44 869.08 656.59 293.992
  45 889.08 693.41 294.986
  46 909.08 701.948 295.937
  47 929.08 648.246 296.271
  48 949.08 701.806 297.273
  49 969.08 699.456 298.094
  50 989.08 650.546 299.08
  51 1009.08 26.2735 299.048
5000000 51
  1 9.07979 676.226 300.798
  2 29.0798 701.998 301.134
  3 49.0798 653.039 302.096
  4 69.0798 696.963 303.35
  5 89.0798 701.843 303.917
  6 109.08 648.247 304.46
  7 129.08 701.91 306.621
  8 149.08 694.59 308.139
  9 169.08 655.41 309.556
  10 189.08 701.999 310.368
  11 209.08 667.522 312.565
  12 229.08 682.478 314.863
  13 249.08 701.991 318.783
  14 269.08 650.059 314.184
  15 289.08 699.95 311.479
  16 309.08 701.656 309.94
  17 329.08 648.373 308.816
  18 349.08 701.971 307.229
  19 369.08 695.188 305.872
  20 389.08 654.812 304.096
  21 409.08 702 303.131
  22 429.08 663.258 302.259
  23 449.08 686.742 300.638
  24 469.08 701.975 300.555
  25 489.08 650.021 300.288
  26 509.08 700.003 299.664
  27 529.08 701.059 299.394
  28 549.08 649.009 298.497
  29 569.08 701.931 297.832
  30 589.08 691.105 297.267
  31 609.08 658.895 295.673
  32 629.08 702 294.599
  33 649.08 660.73 293.645
  34 669.08 689.27 292.732
  35 689.08 701.978 292.111
  36 709.08 649.107 289.735
  37 729.08 700.915 286.824
  38 749.08 700.597 282.6
  39 769.08 649.412 286.362
  40 789.08 701.99 289.351
  41 809.08 687.926 291.214
  42 829.08 662.074 292.997
  43 849.08 702 294.422
  44 869.08 655.615 295.363
  45 889.08 694.385 296.476
  46 909.08 701.979 297.066
  47 929.08 648.217 297.381
  48 949.08 701.804 298.455
  49 969.08 699.196 300.068
  50 989.08 650.813 300.889
  51 1009.08 25.7652 300.773
